cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;divisão
15291858000120;0;8592999;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;85
07953678005520;0;4619200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;46
15305553000120;0;1340599;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;13
15777000000170;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
60746948599200;0;6422100;BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL;64
03119545000100;0;6630400;ATIVIDADES DE ADMINISTRACAO DE FUNDOS POR CONTRATO OU COMISSAO;66
13996499000180;0;151201;CRIACAO DE BOVINOS PARA CORTE;15
02914017000180;0;7911200;AGENCIAS DE VIAGENS;79
17007426000170;0;8211300;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;82
14430652000170;0;5310502;ATIVIDADES DE FRANQUEADAS DO CORREIO NACIONAL;53
15941863000130;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
15957703000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
16001880000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
64027717000100;0;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;43
06260687000180;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
95803722000190;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
10918259000170;0;4711302;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;47
15375019000190;0;4712100;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;47
11527962000110;0;5812302;EDICAO DE JORNAIS NAO DIARIOS;58
08854824000130;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
91073049000200;0;9601701;LAVANDERIAS;96
14022275000130;0;7319003;MARKETING DIRETO;73
12333162000120;0;1412602;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
08335843000150;0;8112500;CONDOMINIOS PREDIAIS;81
11912514000130;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
07260145000170;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
14008541000170;0;3312102;MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE;33
08180407000150;0;4120400;CONSTRUCAO DE EDIFICIOS;41
08540722000140;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
08340243000180;0;111302;CRIACAO DE BOVINOS PARA CORTE;11
08529545000100;0;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;47
08550919000160;0;111302;CULTIVO DE CANADEACUCAR;11
15863416000100;0;1412601;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
13903072000190;0;4543900;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS;45
03729650000160;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
02492747000130;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
02034424000100;0;1011201;FABRICACAO DE PRODUTOS DE CARNE;10
03328210000100;0;4635401;COMERCIO ATACADISTA DE AGUA MINERAL;46
04949122000180;0;5611201;RESTAURANTES E SIMILARES;56
03879274000190;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
03422314000170;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
66105677000100;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
02537916000100;0;8711502;INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS;87
02148636000100;0;6491300;SOCIEDADES DE FOMENTO MERCANTIL  FACTORING;64
00375078000190;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
03407714000530;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
01405368000100;0;4120400;COMERCIO VAREJISTA DE CARNES  ACOUGUES;41
01641924000130;0;9329899;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;93
03206250000170;0;8513900;ENSINO FUNDAMENTAL;85
00722307000520;0;4759899;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15124815000150;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
04615658000240;0;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
04417841000150;0;4313400;OBRAS DE TERRAPLENAGEM;43
07301449000210;0;4723700;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;47
80998909000110;0;4744099;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;47
33718578000480;0;4644301;COMERCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO;46
04302656000110;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
16956088000150;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
16368855000100;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
31946999000270;0;4754701;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;47
14447062000150;0;4520003;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
04854239000180;0;8011101;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;80
13834417000100;0;4321500;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS AEREAS E SUBMARINAS;43
03660058000150;0;4618401;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;46
15188021000150;0;161001;SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS;16
16457685000130;0;9493600;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
14538547000150;0;4924800;TRANSPORTE ESCOLAR;49
13642150000140;0;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;85
14521493000110;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
14496093000100;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
03854218000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
03910768000190;0;4687703;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS;46
13319993000100;0;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
16492735000110;0;4721104;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
03534353000160;0;4679699;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
05472851000150;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
13753339000100;0;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
16482961000110;0;4761001;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;47
24609745000110;0;7810800;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS;78
16512951000180;0;6399200;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;63
13917804000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
34354837000150;0;8130300;ATIVIDADES PAISAGISTICAS;81
11806364000180;0;8630504;ATIVIDADE ODONTOLOGICA;86
50822683000130;0;6920601;ATIVIDADES DE CONTABILIDADE;69
16534791000170;0;4399103;OBRAS DE ALVENARIA;43
60173663000130;0;4120400;CONSTRUCAO DE EDIFICIOS;41
15212508000120;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
20798757000180;0;3832700;RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE;38
07027742000150;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
04488718000120;0;4635499;COMERCIO ATACADISTA DE BEBIDAS NAO ESPECIFICADAS ANTERIORMENTE;46
08192337000150;0;9001999;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;90
55475255000100;0;4711301;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS;47
00281428000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
14094449000170;0;4511101;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;45
33138801001300;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12632431000150;0;4520005;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;45
12029291000120;0;4618499;AGENCIAS DE PUBLICIDADE;46
09210079000150;0;4399102;ALUGUEL DE ANDAIMES;43
07717713000110;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
04415749000150;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
08239673000100;0;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;64
10202007000140;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
06035464000110;0;8112500;CONDOMINIOS PREDIAIS;81
15693149000170;0;4712100;COMERCIO VAREJISTA DE BEBIDAS;47
16572036000180;0;4329101;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;43
13385051000120;0;4321500;COMERCIO VAREJISTA DE MATERIAL ELETRICO;43
06999111000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
14172966000110;0;4721104;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
00727665000100;0;4299599;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;42
00280894000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
00506472000110;0;8112500;CONDOMINIOS PREDIAIS;81
10902364000110;0;4330404;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;43
06210852000190;0;5620102;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS;56
45231057000210;0;8599601;FORMACAO DE CONDUTORES;85
15309733000180;0;4120400;CONSTRUCAO DE EDIFICIOS;41
15311824000150;0;4619200;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;46
01842692000340;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
08011204000300;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
02492300000160;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
06017879000160;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
11764591000190;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
15317299000180;0;1412601;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
12315664000200;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
93592053000120;0;4773300;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;47
11757919000140;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
01522225000170;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
12907373000120;0;9329899;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;93
15816837000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
05288223000110;0;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;62
07780388000130;0;4754702;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;47
07523260000190;0;4520001;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;45
89058275000190;0;4729601;TABACARIA;47
72381064000190;0;8112500;CONDOMINIOS PREDIAIS;81
03560867000190;0;4924800;TRANSPORTE ESCOLAR;49
11659525000150;0;6463800;ALUGUEL DE IMOVEIS PROPRIOS;64
70185327000160;0;8512100;EDUCACAO INFANTIL  PREESCOLA;85
10628512000150;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
08003788000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
04618594000150;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
15096400000110;0;1091102;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;10
11397865000150;0;5320201;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;53
15818745000130;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
06189067000100;0;4712100;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
08315510000160;0;8211300;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;82
12413804000100;0;5811500;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;58
04680675000180;0;5611201;RESTAURANTES E SIMILARES;56
13050369000150;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
74875964000110;0;8112500;CONDOMINIOS PREDIAIS;81
08462628000110;0;4321500;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;43
09329935000190;0;7410202;ATIVIDADES PAISAGISTICAS;74
02696256000100;0;1610201;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;16
37262524000160;0;4511102;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;45
07186715000120;0;4511101;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;45
07041956000180;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
65212607000180;0;4711302;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
11259266000170;0;5320201;SERVICOS DE ENTREGA RAPIDA;53
11665114000410;0;155501;CRIACAO DE FRANGOS PARA CORTE;15
01796716000100;0;4711302;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;47
19682483000180;0;4120400;CONSTRUCAO DE EDIFICIOS;41
04923959000230;0;810099;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;81
04940379000170;0;4322302;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;43
12823688000270;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
05796510000130;0;4712100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
49448483000180;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13174191000150;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
13179646000120;0;4321500;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;43
13213015000180;0;8599605;CURSOS PREPARATORIOS PARA CONCURSOS;85
12101220000190;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
82647884005870;0;4922101;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERESTADUAL;49
05137092000170;0;5620101;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;56
13101855000150;0;4789001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;47
03770003000100;0;3314707;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;33
11735882000150;0;3101200;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;31
13486606000120;0;6810201;ALUGUEL DE IMOVEIS PROPRIOS;68
72945413000150;0;2512800;FABRICACAO DE ESQUADRIAS DE METAL;25
12988250000160;0;3329501;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;33
11980550000130;0;1414200;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
07648079000100;0;3839499;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;38
10927970000190;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
10933277000120;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
11826355000150;0;4729699;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
08679048000180;0;4120400;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;41
10444442000180;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
12500695000150;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
13647526000100;0;6399200;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;63
12077064000170;0;1813099;IMPRESSAO DE MATERIAL PARA OUTROS USOS;18
52776234000200;0;5211799;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;52
10051464000180;0;1091101;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;10
04331488000190;0;8650099;ATIVIDADES DE APOIO A GESTAO DE SAUDE;86
05048207000150;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
11012062000130;0;151201;CRIACAO DE BOVINOS PARA CORTE;15
01079001000640;0;7722500;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;77
15822291000170;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12500478000160;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
15568292000130;0;6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS;68
01660890000120;0;4511102;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;45
05498746000190;0;4632001;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;46
12974469000100;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
11421804000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
10300581000130;0;4110700;ALUGUEL DE IMOVEIS PROPRIOS;41
76614296000100;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
08758334000130;0;8211300;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;82
12541029000160;0;8299707;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;82
10455730000130;0;2330302;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;23
08455772000120;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
12722935000160;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
14640723000160;0;1622699;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;16
14638610000120;0;4781400;CABELEIREIROS, MANICURE E PEDICURE;47
51145886000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13395228000170;0;8592901;ENSINO DE DANCA;85
12839860000100;0;4399104;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;43
16182834026080;0;4751200;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;47
08968942000170;0;4120400;CONSTRUCAO DE EDIFICIOS;41
80175995000160;0;4637101;COMERCIO ATACADISTA DE CAFE TORRADO, MOIDO E SOLUVEL;46
03431146000180;0;5611201;RESTAURANTES E SIMILARES;56
09178916000100;0;4743100;COMERCIO VAREJISTA DE VIDROS;47
09653273000100;0;4711302;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
14944784000110;0;9601701;LAVANDERIAS;96
14108214000190;0;4712100;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
15222304000170;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
15219234000100;0;3530100;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;35
09523962000280;0;113000;CULTIVO DE CANADEACUCAR;11
16626274000120;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
15733735000100;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
14130537000180;0;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
07983062000290;0;115600;CULTIVO DE SOJA;11
08085260000380;0;111302;CULTIVO DE MILHO;11
08268228000330;0;111302;CULTIVO DE MILHO;11
10585102000170;0;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;47
16917193000180;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
13218806000100;0;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
03608600002250;0;4721104;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
08092566000100;0;9529103;REPARACAO DE JOIAS;95
05650285000120;0;9601701;LAVANDERIAS;96
14138244000140;0;1412601;CABELEIREIROS, MANICURE E PEDICURE;14
11269005000130;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
14286913000120;0;4755502;CABELEIREIROS, MANICURE E PEDICURE;47
14269941000130;0;4635402;COMERCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE;46
14545414000100;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
15760737000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
15279682000190;0;4722901;COMERCIO VAREJISTA DE BEBIDAS;47
14934760000180;0;8640204;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA;86
01603568000160;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
65638363000100;0;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
09166949000130;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
16665857000160;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
58424672001690;0;9529199;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;95
14604617000120;0;1091101;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;10
14364591000190;0;8230001;PRODUCAO DE ESPETACULOS CIRCENSES, DE MARIONETES E SIMILARES;82
15773263000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
14366282000150;0;5811500;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;58
15787927000190;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
15786744000150;0;8640205;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA;86
19556414000120;0;9412099;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;94
12189136000170;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
75826792000580;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;47
03020355000130;0;4110700;COMPRA E VENDA DE IMOVEIS PROPRIOS;41
